ID,Chromosome,Position,Distance2TSS_GeneA,In.prom,RefSeq_GeneA,Name_GeneA,TSS_GeneA,TSE_GeneA,Strand_GeneA,Distance2TSE_GeneB,RefSeq_GeneB,Name_GeneB,TSS_GeneB,TSE_GeneB,Strand_GeneB,inCpG,RepeatName,RepeatClass,RepeatFamily,Distance2CpG,Which_CpG_Edge,CpG_Name,CpG_Chr,CpG_Start,CpG_End,CpG_perGc,CpG_obsExp.x,GF3_1,GF4_1,GF5_1,GF6_1,GF7_1,GF8_1,SpfKoC4M1,SpfKoC4M2,SpfKoC4M5,SpfKoC5M1,SpfKoC5M3,SpfKoC5M4,AvgWT,AvgKO,KO.WT,ttest2,pttest2,cgi.shore,in.gene
SmaI_mm9_137738,chr15,58913630,-49,1,NM_144800,Mtss1,58913581,58772795,-,-140835,NM_144800,Mtss1,58913581,58772795,-,Y,N,N,N,-462,CpG_End,CpG: 127,chr15,58912833,58914092,64.3,0.98,0,0.54,0,0,NA,0,0.13,0.15,0.16,0.3,0.12,0,0.108,0.143333333,0.035333333,0.748099069,0.126040886,0,0
SmaI_mm9_13774,chr2,33345815,-21763,0,NM_001025594,Zbtb43,33324052,33305808,-,-40007,NM_001025594,Zbtb43,33324052,33305808,-,N,B4,SINE,B4,21573,CpG_End,CpG: 80,chr2,33323629,33324242,68.6,1.11,89.75,89.26,94.79,93.82,93.81,87.91,80.5,90.86,81.89,90.95,85.17,88.13,91.55666667,86.25,-5.30666667,0.035211141,1.453319902,0,0
SmaI_mm9_137780,chr15,59479883,-326,1,NM_144549,Trib1,59480209,59488654,+,-8771,NM_144549,Trib1,59480209,59488654,+,Y,N,N,N,805,CpG_Start,CpG: 185,chr15,59479078,59481165,64.2,0.86,0,0.33,0,0,0,0,0,0.26,0,0.19,0,0.14,0.055,0.098333333,0.043333333,0.561303719,0.25080208,0,0
SmaI_mm9_137781,chr15,59480120,-89,1,NM_144549,Trib1,59480209,59488654,+,-8534,NM_144549,Trib1,59480209,59488654,+,Y,N,N,N,1042,CpG_Start,CpG: 185,chr15,59479078,59481165,64.2,0.86,0,0,0,0,0,0,0.07,0.18,0.65,0.44,0.21,0.34,0,0.315,0.315,0.004126406,2.384428044,0,0
SmaI_mm9_137782,chr15,59480422,213,1,NM_144549,Trib1,59480209,59488654,+,-8232,NM_144549,Trib1,59480209,59488654,+,Y,N,N,N,-743,CpG_End,CpG: 185,chr15,59479078,59481165,64.2,0.86,0,0.08,0.12,0,0,0.08,0.95,0.67,0.43,0.42,0.44,0.43,0.046666667,0.556666667,0.51,0.000218036,3.661471794,0,1
SmaI_mm9_137783,chr15,59480797,588,0,NM_144549,Trib1,59480209,59488654,+,-7857,NM_144549,Trib1,59480209,59488654,+,Y,N,N,N,-368,CpG_End,CpG: 185,chr15,59479078,59481165,64.2,0.86,0,0,0,0.16,0,0,0.88,0.1,0.28,0.12,0.1,0,0.026666667,0.246666667,0.22,0.133190953,0.875525274,0,1
SmaI_mm9_137910,chr15,61935969,66427,0,NR_003368,Pvt1,61869542,62082530,+,113127,NR_003523,H2afy3,62051006,62049096,-,N,N,N,N,66230,CpG_End,CpG: 31,chr15,61869473,61869739,70.4,0.94,86.05,85.42,89.39,87.53,89.14,87.76,83.46,80.36,80.35,86.07,82.4,81.72,87.54833333,82.39333333,-5.155,0.000847745,3.071734763,0,1
SmaI_mm9_137911,chr15,61936389,66847,0,NR_003368,Pvt1,61869542,62082530,+,112707,NR_003523,H2afy3,62051006,62049096,-,N,N,N,N,66650,CpG_End,CpG: 31,chr15,61869473,61869739,70.4,0.94,36.49,30.58,41.44,40.15,43.71,40.29,20.08,17.38,27.08,31.5,25.38,11.76,38.77666667,22.19666667,-16.58,0.000777524,3.109286197,0,1
SmaI_mm9_13792,chr2,33463191,32840,0,NM_010725,Lmx1b,33496031,33420056,-,-43135,NM_010725,Lmx1b,33496031,33420056,-,N,MIRb,SINE,MIR,-9028,CpG_Start,CpG: 24,chr2,33472219,33472505,61.3,0.9,50.33,38.21,48.01,42.62,39.31,40.5,10.43,22.1,21.8,31.7,11.74,10.58,43.16333333,18.05833333,-25.105,0.000101632,3.992969528,0,1
SmaI_mm9_13793,chr2,33463498,32533,0,NM_010725,Lmx1b,33496031,33420056,-,-43442,NM_010725,Lmx1b,33496031,33420056,-,N,N,N,N,-8721,CpG_Start,CpG: 24,chr2,33472219,33472505,61.3,0.9,61.81,50.67,57.91,52.83,53.19,47.6,21.97,36.55,35.33,45.11,22.31,26.92,54.00166667,31.365,-22.63666667,0.00035885,3.445087049,0,1
SmaI_mm9_13798,chr2,33487096,8935,0,NM_010725,Lmx1b,33496031,33420056,-,-67040,NM_010725,Lmx1b,33496031,33420056,-,Y,N,N,N,122,CpG_Start,CpG: 37,chr2,33486974,33487426,63.6,0.81,1.57,0,0,1.79,1.72,0,1.57,0.83,1.6,1.83,1.02,1.2,0.846666667,1.341666667,0.495,0.256235025,0.591361506,0,1
SmaI_mm9_137983,chr15,63829324,62686,0,NM_144846,Fam49b,63892010,63760650,-,-68674,NM_144846,Fam49b,63892010,63760650,-,Y,GC_rich,Low_complexity,Low_complexity,211,CpG_Start,CpG: 89,chr15,63829113,63829959,63.2,1.08,0,0,0,0,NA,0,0,0.17,0,0,0,0.17,0,0.056666667,0.056666667,0.186446509,0.729445744,0,1
SmaI_mm9_13799,chr2,33487301,8730,0,NM_010725,Lmx1b,33496031,33420056,-,-67245,NM_010725,Lmx1b,33496031,33420056,-,Y,N,N,N,-125,CpG_End,CpG: 37,chr2,33486974,33487426,63.6,0.81,1.07,0.94,2.98,0.58,0.83,0.46,2.38,2.29,2.14,1.78,1.7,2.3,1.143333333,2.098333333,0.955,0.036847449,1.433592574,0,1
SmaI_mm9_13807,chr2,33495609,422,1,NM_010725,Lmx1b,33496031,33420056,-,-75553,NM_010725,Lmx1b,33496031,33420056,-,Y,N,N,N,889,CpG_Start,CpG: 172,chr2,33494720,33496834,61.4,0.87,1.49,1.15,0.73,1.34,1.08,1.57,2.66,4.7,3.96,1.81,4.23,4.72,1.226666667,3.68,2.453333333,0.000621278,3.206714025,0,1
SmaI_mm9_138076,chr15,65618765,162,1,NM_133766,Efr3a,65618603,65705374,+,-86609,NM_133766,Efr3a,65618603,65705374,+,Y,N,N,N,239,CpG_Start,CpG: 99,chr15,65618526,65619296,70.6,1.04,0,0,0,0,0,0,0,0.93,0.4,0.6,0.35,0.18,0,0.41,0.41,0.011617507,1.934887057,0,1
SmaI_mm9_138077,chr15,65619012,409,1,NM_133766,Efr3a,65618603,65705374,+,-86362,NM_133766,Efr3a,65618603,65705374,+,Y,N,N,N,-284,CpG_End,CpG: 99,chr15,65618526,65619296,70.6,1.04,0,0,0,0,0,0,0.2,0.39,0.21,0.8,0.71,0.92,0,0.538333333,0.538333333,0.001767769,2.752574486,0,1
SmaI_mm9_138078,chr15,65619021,418,1,NM_133766,Efr3a,65618603,65705374,+,-86353,NM_133766,Efr3a,65618603,65705374,+,Y,N,N,N,-275,CpG_End,CpG: 99,chr15,65618526,65619296,70.6,1.04,0,0,0,0,0,0,0.57,0.4,0.71,0.23,0.57,0.39,0,0.478333333,0.478333333,4.43E-05,4.35333264,0,1
SmaI_mm9_138079,chr15,65619226,623,0,NM_133766,Efr3a,65618603,65705374,+,-86148,NM_133766,Efr3a,65618603,65705374,+,Y,N,N,N,-70,CpG_End,CpG: 99,chr15,65618526,65619296,70.6,1.04,0,0,0.8,0,0,0.49,0.39,0.4,1.25,0.69,0.8,1.01,0.215,0.756666667,0.541666667,0.021078128,1.676167962,0,1
SmaI_mm9_13808,chr2,33495990,41,1,NM_010725,Lmx1b,33496031,33420056,-,-75934,NM_010725,Lmx1b,33496031,33420056,-,Y,N,N,N,-844,CpG_End,CpG: 172,chr2,33494720,33496834,61.4,0.87,3.58,3.3,4.59,3.28,3.15,2.97,10.78,7.99,11.99,10.41,11.67,11.89,3.478333333,10.78833333,7.309999997,6.24E-07,6.204930263,0,1
SmaI_mm9_13809,chr2,33496238,-207,1,NM_010725,Lmx1b,33496031,33420056,-,-76182,NM_010725,Lmx1b,33496031,33420056,-,Y,GC_rich,Low_complexity,Low_complexity,-596,CpG_End,CpG: 172,chr2,33494720,33496834,61.4,0.87,0,0,NA,1.71,NA,0.78,3.16,4.73,4.01,2.72,7.07,3.3,0.6225,4.165,3.5425,0.00362901,2.440211835,0,0
SmaI_mm9_138100,chr15,66118160,-374,1,NM_152923,Kcnq3,66117786,65826478,-,93260,NM_019457,Lrrc6,66332472,66211420,-,Y,N,N,N,-307,CpG_End,CpG: 98,chr15,66117344,66118467,61.9,0.91,0.66,0,0,0,NA,0,0.35,0.97,1.52,0.55,0.35,1.49,0.132,0.871666667,0.739666667,0.023418216,1.630446193,0,0
SmaI_mm9_138130,chr15,66793550,7653,0,NM_008681,Ndrg1,66801203,66760880,-,-32670,NM_008681,Ndrg1,66801203,66760880,-,N,N,N,N,-6597,CpG_Start,CpG: 113,chr15,66800147,66801667,64.1,0.73,58.99,66.05,64.91,74.7,72.26,68.1,51.55,48.68,48.58,47.75,43.69,48.53,67.50166667,48.13,-19.37166667,1.58E-05,4.799989914,0,1
SmaI_mm9_138131,chr15,66793835,7368,0,NM_008681,Ndrg1,66801203,66760880,-,-32955,NM_008681,Ndrg1,66801203,66760880,-,N,MER20,DNA,MER1_type,-6312,CpG_Start,CpG: 113,chr15,66800147,66801667,64.1,0.73,10.22,12.49,14.94,19.01,16.69,15.44,16.01,12.35,10.56,8.62,12.4,13.63,14.79833333,12.26166667,-2.53666666,0.151713784,0.818974959,0,1
SmaI_mm9_138150,chr15,67007710,734,0,NM_009177,St3gal1,67008444,66934437,-,-73273,NM_009177,St3gal1,67008444,66934437,-,Y,N,N,N,-49,CpG_End,CpG: 24,chr15,67007484,67007759,65.6,0.81,0,0,0.37,0.26,0,0,0.54,0.18,0.41,0.41,0.45,0.37,0.105,0.393333333,0.288333333,0.006238254,2.204936946,0,1
SmaI_mm9_138151,chr15,67007995,449,1,NM_009177,St3gal1,67008444,66934437,-,-73558,NM_009177,St3gal1,67008444,66934437,-,N,N,N,N,236,CpG_End,CpG: 24,chr15,67007484,67007759,65.6,0.81,0.16,0.17,0.23,0.18,0.23,0.17,0.82,0.44,0.68,0.58,1.61,1.13,0.19,0.876666667,0.686666667,0.002936151,2.532221613,1,1
SmaI_mm9_138152,chr15,67008377,67,1,NM_009177,St3gal1,67008444,66934437,-,-73940,NM_009177,St3gal1,67008444,66934437,-,Y,N,N,N,74,CpG_Start,CpG: 65,chr15,67008303,67009083,66.7,0.75,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0.105,0.105,0.340893132,0.467381748,0,1
SmaI_mm9_138212,chr15,68597469,-161381,0,NM_010158,Khdrbs3,68758850,68923948,+,-326479,NM_010158,Khdrbs3,68758850,68923948,+,N,L1Md_F2,LINE,L1,506741,CpG_End,CpG: 87,chr15,68089883,68090728,63,1.04,94.67,93.35,97.08,97.16,97.87,97.02,91,93.44,91.93,93.46,91.04,91.98,96.19166667,92.14166667,-4.05,0.000757684,3.120511884,0,0
SmaI_mm9_138230,chr15,69055973,297123,0,NM_010158,Khdrbs3,68758850,68923948,+,132025,NM_010158,Khdrbs3,68758850,68923948,+,N,N,N,N,965245,CpG_End,CpG: 87,chr15,68089883,68090728,63,1.04,75.33,72.93,75.14,78.63,78.75,74.54,69.11,74.36,68.56,67.48,71.05,73.18,75.88666667,70.62333333,-5.26333334,0.00487735,2.311816078,0,0
SmaI_mm9_138231,chr15,69056307,297457,0,NM_010158,Khdrbs3,68758850,68923948,+,132359,NM_010158,Khdrbs3,68758850,68923948,+,N,N,N,N,965579,CpG_End,CpG: 87,chr15,68089883,68090728,63,1.04,89.42,90.43,93.66,93.47,93.07,87.16,89.73,89.27,90.61,88.84,84.05,87.46,91.20166667,88.32666667,-2.875,0.073722299,1.13240113,0,0
SmaI_mm9_138332,chr15,72377004,-295,1,NM_001033876,Kcnk9,72376709,72342549,-,-34455,NM_001033876,Kcnk9,72376709,72342549,-,Y,N,N,N,648,CpG_Start,CpG: 186,chr15,72376356,72378241,66.1,0.91,2.63,2.27,3.62,3.35,2.8,3.65,8.4,4.49,8.09,7.84,6.74,8.15,3.053333333,7.285,4.231666667,6.81E-05,4.166564092,0,0
SmaI_mm9_138333,chr15,72377360,-651,1,NM_001033876,Kcnk9,72376709,72342549,-,-34811,NM_001033876,Kcnk9,72376709,72342549,-,Y,N,N,N,-881,CpG_End,CpG: 186,chr15,72376356,72378241,66.1,0.91,3.08,1.32,1.03,1.81,1.58,3.43,7.9,7.18,7.94,8.37,5.73,6.63,2.041666667,7.291666667,5.25,3.22E-06,5.491502602,0,0
SmaI_mm9_138367,chr15,72891310,324,1,NM_001164643,Trappc9,72891634,72824247,-,-33195,NM_053068,Chrac1,72920842,72924505,+,N,N,N,N,-40,CpG_Start,CpG: 22,chr15,72891350,72891554,70.2,0.87,0,0,0,0,0,0,0,0.26,0.75,0,0.12,0.14,0,0.211666667,0.211666667,0.094975759,1.022387227,1,1
SmaI_mm9_138368,chr15,72891527,107,1,NM_001164643,Trappc9,72891634,72824247,-,-32978,NM_053068,Chrac1,72920842,72924505,+,Y,N,N,N,-27,CpG_End,CpG: 22,chr15,72891350,72891554,70.2,0.87,0,0,0,0,0,0,0.14,0,0.15,0.17,0,0,0,0.076666667,0.076666667,0.050572804,1.296082966,0,1
SmaI_mm9_138385,chr15,73014428,949,0,NM_153178,Eif2c2,73015377,72932055,-,21107,NM_007982,Ptk2,73253621,73035535,-,N,N,N,N,-94,CpG_Start,CpG: 136,chr15,73014522,73015901,57.2,1.2,0,0,0,0,0,0.17,0,0.21,0,0.51,0.39,0,0.028333333,0.185,0.156666667,0.132834651,0.876688621,1,1
SmaI_mm9_138386,chr15,73014880,497,1,NM_153178,Eif2c2,73015377,72932055,-,20655,NM_007982,Ptk2,73253621,73035535,-,Y,N,N,N,358,CpG_Start,CpG: 136,chr15,73014522,73015901,57.2,1.2,0,0,0,0,0,0,1.21,0.41,0.65,0,0.42,0.61,0,0.55,0.55,0.006849287,2.164354636,0,1
SmaI_mm9_13843,chr2,33743112,354,1,NM_175184,Fam125b,33743466,33585476,-,-157636,NM_175184,Fam125b,33743466,33585476,-,Y,N,N,N,-97,CpG_End,CpG: 69,chr2,33742508,33743209,60.4,1.1,0,0,0.61,0,0,0,0,0.15,0,0,0,0,0.101666667,0.025,-0.076666667,0.480806167,0.318029971,0,1
SmaI_mm9_13844,chr2,33743324,142,1,NM_175184,Fam125b,33743466,33585476,-,-157848,NM_175184,Fam125b,33743466,33585476,-,N,N,N,N,115,CpG_End,CpG: 69,chr2,33742508,33743209,60.4,1.1,0,0.39,0.66,1.46,0.74,2.07,2.25,1.47,3.19,1.23,4.2,3.05,0.886666667,2.565,1.678333333,0.0127126,1.895765618,1,1
SmaI_mm9_138504,chr15,74393734,47108,0,NM_174991,Bai1,74346626,74419894,+,-26160,NM_174991,Bai1,74346626,74419894,+,N,N,N,N,-604,CpG_Start,CpG: 34,chr15,74394338,74394597,64.6,1.29,14.24,16.04,15.83,12.77,7.31,16.01,8.02,10.59,9.89,9.55,8.25,12.95,13.7,9.875,-3.825,0.034620579,1.460665673,1,1
SmaI_mm9_138505,chr15,74394046,47420,0,NM_174991,Bai1,74346626,74419894,+,-25848,NM_174991,Bai1,74346626,74419894,+,N,N,N,N,-292,CpG_Start,CpG: 34,chr15,74394338,74394597,64.6,1.29,0.28,0.25,0.34,0.3,0.33,0.24,0.41,0.94,1.27,0.56,1.01,1.51,0.29,0.95,0.66,0.003100813,2.508524424,1,1
SmaI_mm9_138615,chr15,75543814,9096,0,NM_001163465,Rhpn1,75534718,75544848,+,-1034,NM_008164,Rhpn1,75534718,75544848,+,Y,N,N,N,-116,CpG_End,CpG: 18,chr15,75543698,75543930,63.1,0.78,60,55.47,63.43,67.4,56.72,54.5,54.16,58.8,64.22,59.8,58.98,58.94,59.58666667,59.15,-0.43666667,0.861405114,0.064792554,0,1
SmaI_mm9_138616,chr15,75544116,9398,0,NM_001163465,Rhpn1,75534718,75544848,+,-732,NM_008164,Rhpn1,75534718,75544848,+,N,N,N,N,186,CpG_End,CpG: 18,chr15,75543698,75543930,63.1,0.78,58.36,70.26,69.74,65.76,63.9,61.26,55.27,53.02,47.32,48.59,55.74,55.91,64.88,52.64166667,-12.23833333,0.000562505,3.249873613,1,1
SmaI_mm9_138629,chr15,75578135,217,1,NM_194350,Mafa,75578352,75577273,-,-862,NM_194350,Mafa,75578352,75577273,-,Y,N,N,N,-459,CpG_End,CpG: 187,chr15,75576482,75578594,60.7,0.96,0.86,0.77,1.53,1.06,2.02,1.36,2.02,1.52,0.99,1.24,3.39,2.8,1.266666667,1.993333333,0.726666666,0.120543668,0.918855598,0,1
SmaI_mm9_138630,chr15,75578358,-6,1,NM_194350,Mafa,75578352,75577273,-,-1085,NM_194350,Mafa,75578352,75577273,-,Y,GC_rich,Low_complexity,Low_complexity,-236,CpG_End,CpG: 187,chr15,75576482,75578594,60.7,0.96,0,0,0.52,1.8,0,0.34,0.92,0.59,0.44,1.25,1.23,1.19,0.443333333,0.936666667,0.493333334,0.153592438,0.813630166,0,0
SmaI_mm9_138633,chr15,75578830,-478,1,NM_194350,Mafa,75578352,75577273,-,-1557,NM_194350,Mafa,75578352,75577273,-,N,N,N,N,236,CpG_End,CpG: 187,chr15,75576482,75578594,60.7,0.96,0.22,0,0,0,0.25,0.44,0.24,0.47,0.24,0.55,0.21,0.47,0.151666667,0.363333333,0.211666666,0.052551307,1.279416478,1,0
SmaI_mm9_138634,chr15,75579217,-865,1,NM_194350,Mafa,75578352,75577273,-,-1944,NM_194350,Mafa,75578352,75577273,-,N,N,N,N,623,CpG_End,CpG: 187,chr15,75576482,75578594,60.7,0.96,3.12,1.52,3.54,3.76,0.8,2.48,4.63,6.3,6.17,7.05,7.51,6.02,2.536666667,6.28,3.743333333,0.000137974,3.860202745,1,0
SmaI_mm9_138663,chr15,75760018,142,1,NM_031201,Tsta3,75760160,75755113,-,-4905,NM_031201,Tsta3,75760160,75755113,-,Y,N,N,N,99,CpG_Start,CpG: 31,chr15,75759919,75760372,61.9,0.71,0,0,0,0,0,0,0.61,0.18,0.25,0,0.4,1.23,0,0.445,0.445,0.031534028,1.501220551,0,1
SmaI_mm9_138664,chr15,75760239,-79,1,NM_031201,Tsta3,75760160,75755113,-,-5126,NM_031201,Tsta3,75760160,75755113,-,Y,N,N,N,-133,CpG_End,CpG: 31,chr15,75759919,75760372,61.9,0.71,0,0,0,0.53,0,0,0,0,0,0,0,0.19,0.088333333,0.031666667,-0.056666666,0.559373738,0.252297927,0,0
SmaI_mm9_138666,chr15,75771665,283,1,NM_030199,Zfp623,75771382,75779830,+,-8165,NM_030199,Zfp623,75771382,75779830,+,Y,N,N,N,-238,CpG_End,CpG: 70,chr15,75771303,75771903,69.9,0.96,0,0,0,0,0,0,0.5,0,0.73,0.51,0,0.6,0,0.39,0.39,0.01224435,1.912064265,0,1
SmaI_mm9_138682,chr15,75834743,5185,0,NM_001168253,Fam83h,75839928,75831523,-,-3220,NM_134087,Fam83h,75844766,75831523,-,Y,N,N,N,-364,CpG_End,CpG: 109,chr15,75833388,75835107,63.6,0.63,46.19,35.43,40.65,47.04,49.62,34.84,25.34,24.48,29.48,40.74,18.48,14.97,42.295,25.58166667,-16.71333333,0.003984774,2.399596305,0,1
SmaI_mm9_138683,chr15,75834981,4947,0,NM_001168253,Fam83h,75839928,75831523,-,-3458,NM_134087,Fam83h,75844766,75831523,-,Y,N,N,N,-126,CpG_End,CpG: 109,chr15,75833388,75835107,63.6,0.63,46.75,40.08,46.23,49.73,42.17,42.32,28.85,25.51,33.56,43.72,20.65,19.06,44.54666667,28.55833333,-15.98833334,0.00256679,2.590609661,0,1
SmaI_mm9_138684,chr15,75836752,3176,0,NM_001168253,Fam83h,75839928,75831523,-,-5229,NM_134087,Fam83h,75844766,75831523,-,N,N,N,N,1645,CpG_End,CpG: 109,chr15,75833388,75835107,63.6,0.63,94.97,94.27,95.83,94.39,97.69,96.83,92.64,93.96,94.57,92.36,86.48,89.18,95.66333333,91.53166667,-4.13166666,0.013785515,1.860577005,1,1
SmaI_mm9_138685,chr15,75837106,2822,0,NM_001168253,Fam83h,75839928,75831523,-,-5583,NM_134087,Fam83h,75844766,75831523,-,N,N,N,N,1999,CpG_End,CpG: 109,chr15,75833388,75835107,63.6,0.63,92.81,91.78,90.55,89.49,93.66,91.24,87.87,85.12,87.51,84.54,85.38,84.22,91.58833333,85.77333333,-5.815,6.15E-05,4.211368581,1,1
SmaI_mm9_138697,chr15,75920885,-442,1,NM_144847,Nrbp2,75920443,75916024,-,-4861,NM_144847,Nrbp2,75920443,75916024,-,Y,N,N,N,189,CpG_Start,CpG: 28,chr15,75920696,75921089,65.2,0.69,41.49,44.27,39.6,43.56,47.06,47.47,11.35,33.34,34.27,45.81,13.28,17.51,43.90833333,25.92666667,-17.98166666,0.011282073,1.947611095,0,0
SmaI_mm9_138698,chr15,75921340,-897,1,NM_144847,Nrbp2,75920443,75916024,-,-5316,NM_144847,Nrbp2,75920443,75916024,-,N,N,N,N,251,CpG_End,CpG: 28,chr15,75920696,75921089,65.2,0.69,3.78,2.84,3.31,1.88,2.19,2.24,8.95,6.3,7.63,7.39,7.41,6.67,2.706666667,7.391666667,4.685,1.97E-06,5.705831489,1,0
SmaI_mm9_138708,chr15,76006553,19587,0,NM_201394,Plec,76026140,76001405,-,-5148,NM_201394,Plec,76026140,76001405,-,N,N,N,N,-609,CpG_Start,CpG: 50,chr15,76007162,76007838,61.9,0.77,NA,100,100,98.44,NA,99.14,98.74,99.13,99.08,97.58,98.57,99.8,99.395,98.81666667,-0.57833333,0.263479176,0.579253703,1,1
SmaI_mm9_138709,chr15,76006766,19374,0,NM_201394,Plec,76026140,76001405,-,-5361,NM_201394,Plec,76026140,76001405,-,N,N,N,N,-396,CpG_Start,CpG: 50,chr15,76007162,76007838,61.9,0.77,100,100,100,96.37,NA,97.38,97.94,98.42,98.76,96.63,96.01,97.97,98.75,97.62166667,-1.12833333,0.219781295,0.658009272,1,1
SmaI_mm9_138738,chr15,76135422,2253,0,NM_153122,Oplah,76137675,76127033,-,-8389,NM_153122,Oplah,76137675,76127033,-,N,N,N,N,9733,CpG_End,CpG: 60,chr15,76124786,76125689,61.3,0.71,99.36,98.11,99.46,97.47,99.67,98.1,96.04,97.8,98.71,97.9,96.57,98.54,98.695,97.59333333,-1.10166667,0.084320766,1.074065457,0,1
SmaI_mm9_138739,chr15,76135728,1947,0,NM_153122,Oplah,76137675,76127033,-,-8695,NM_153122,Oplah,76137675,76127033,-,N,N,N,N,10039,CpG_End,CpG: 60,chr15,76124786,76125689,61.3,0.71,95.84,96.78,96.01,97.26,97.99,95.28,91.91,93.49,95,95.93,89.09,91.12,96.52666667,92.75666667,-3.77,0.007106348,2.148353529,0,1
SmaI_mm9_138751,chr15,76188933,7209,0,NM_001164607,Maf1,76181724,76184808,+,4125,NM_026859,Maf1,76181724,76184808,+,N,N,N,N,6776,CpG_End,CpG: 110,chr15,76180861,76182157,62.4,0.87,93.54,90.73,94.98,95.04,95.5,93.7,85.47,85.68,91.17,92.98,87.99,87.36,93.915,88.44166667,-5.47333333,0.003293135,2.482390465,0,0
SmaI_mm9_138752,chr15,76189307,7583,0,NM_001164607,Maf1,76181724,76184808,+,4499,NM_026859,Maf1,76181724,76184808,+,N,N,N,N,7150,CpG_End,CpG: 110,chr15,76180861,76182157,62.4,0.87,88.17,87.07,87.82,89.97,92.02,89.92,86.15,85.9,87.87,86.47,88.2,88.25,89.16166667,87.14,-2.02166667,0.041411274,1.382881408,0,0
SmaI_mm9_138767,chr15,76296453,8585,0,NM_198885,Scx,76287868,76289898,+,6555,NM_198885,Scx,76287868,76289898,+,N,N,N,N,7893,CpG_End,CpG: 83,chr15,76287823,76288560,72.1,0.87,61.9,58.59,68.65,67.35,72.33,68.62,64.62,70.54,79.24,67.46,63.19,66.9,66.24,68.65833333,2.41833333,0.45723742,0.339858234,0,0
SmaI_mm9_138768,chr15,76296855,8987,0,NM_198885,Scx,76287868,76289898,+,6957,NM_198885,Scx,76287868,76289898,+,N,N,N,N,8295,CpG_End,CpG: 83,chr15,76287823,76288560,72.1,0.87,92.5,91.77,93.2,95.67,93.35,92.6,94.51,93.33,93.34,NA,89.98,95.24,93.18166667,93.28,0.09833333,0.924914417,0.033898451,0,0
SmaI_mm9_138770,chr15,76307374,325,1,NM_013481,Bop1,76307699,76283426,-,17476,NM_198885,Scx,76287868,76289898,+,N,N,N,N,-219,CpG_Start,CpG: 72,chr15,76307593,76308341,69.4,0.8,0,0.23,0,0,0,0.23,0.83,0.7,0.46,0.5,0,0,0.076666667,0.415,0.338333333,0.048090944,1.317936698,1,1
SmaI_mm9_138771,chr15,76307758,-59,1,NM_013481,Bop1,76307699,76283426,-,17860,NM_198885,Scx,76287868,76289898,+,Y,N,N,N,165,CpG_Start,CpG: 72,chr15,76307593,76308341,69.4,0.8,0,0,0,0,0,0.18,0.39,0.33,1.24,1.32,0,1.24,0.03,0.753333333,0.723333333,0.012502392,1.903006888,0,0
SmaI_mm9_138774,chr15,76341682,566,0,NM_010046,Dgat1,76342248,76332445,-,4951,NM_130893,Scrt1,76352559,76346633,-,N,N,N,N,-319,CpG_Start,CpG: 69,chr15,76342001,76342501,72.5,1.06,1.91,1.06,1.39,1.31,1.55,2.01,0.72,0.31,1.18,0.4,0,0,1.538333333,0.435,-1.103333333,0.000919974,3.036224446,1,1
SmaI_mm9_138775,chr15,76342034,214,1,NM_010046,Dgat1,76342248,76332445,-,4599,NM_130893,Scrt1,76352559,76346633,-,Y,N,N,N,33,CpG_Start,CpG: 69,chr15,76342001,76342501,72.5,1.06,0,0,0,0.41,0,0,0.99,0.55,0.36,0.73,0.81,0,0.068333333,0.573333333,0.505,0.010260092,1.988848745,0,1
SmaI_mm9_138776,chr15,76347962,4597,0,NM_130893,Scrt1,76352559,76346633,-,-1329,NM_130893,Scrt1,76352559,76346633,-,N,N,N,N,-50,CpG_Start,CpG: 194,chr15,76348012,76350217,66.4,0.8,0,0,0.94,3.31,0.55,1.33,1.49,2.49,2.21,3.03,2.24,3.18,1.021666667,2.44,1.418333333,0.030653757,1.51351629,1,1
SmaI_mm9_138777,chr15,76348168,4391,0,NM_130893,Scrt1,76352559,76346633,-,-1535,NM_130893,Scrt1,76352559,76346633,-,Y,N,N,N,156,CpG_Start,CpG: 194,chr15,76348012,76350217,66.4,0.8,0.71,2.23,0.74,1.09,0.46,0.27,0.6,1.33,1.42,1.76,0.7,1.13,0.916666667,1.156666667,0.24,0.494552289,0.305787784,0,1
SmaI_mm9_138779,chr15,76348408,4151,0,NM_130893,Scrt1,76352559,76346633,-,-1775,NM_130893,Scrt1,76352559,76346633,-,Y,N,N,N,396,CpG_Start,CpG: 194,chr15,76348012,76350217,66.4,0.8,0.95,2.01,2.74,0.95,1.73,1.36,1.04,2.93,2.01,1.26,1.4,1.46,1.623333333,1.683333333,0.06,0.883361466,0.053861549,0,1
SmaI_mm9_138780,chr15,76348647,3912,0,NM_130893,Scrt1,76352559,76346633,-,-2014,NM_130893,Scrt1,76352559,76346633,-,Y,N,N,N,635,CpG_Start,CpG: 194,chr15,76348012,76350217,66.4,0.8,0,0.52,0,1.31,0,1.54,2.62,2.54,1.43,1.11,0.99,2.02,0.561666667,1.785,1.223333333,0.013432582,1.8718405,0,1
