ID,Chromosome,Position,Distance2TSS_GeneA,In.prom,RefSeq_GeneA,Name_GeneA,TSS_GeneA,TSE_GeneA,Strand_GeneA,Distance2TSE_GeneB,RefSeq_GeneB,Name_GeneB,TSS_GeneB,TSE_GeneB,Strand_GeneB,inCpG,RepeatName,RepeatClass,RepeatFamily,Distance2CpG,Which_CpG_Edge,CpG_Name,CpG_Chr,CpG_Start,CpG_End,CpG_perGc,CpG_obsExp,SPFC1M1,SPFC1M2,SPFC2M1,SPFC2M2,SPFC3M1,SPFC3M2,AvgWT,SpfKoAomAnC1M1,SpfKoAomAnC1M3,SpfKoAomAnC2M1,SpfKoAomAnC2M2,SpfKoAomAnC3M1,SpfKoAomAnC3M2,AvgKO,KO.WT,ttest2,pttest2,cgi.shore,in.gene
SmaI_mm9_108452,chr11,85288020,121354,0,NM_001166642,Bcas3,85166666,85639559,+,127447,NM_016910,Ppm1d,85124756,85160573,+,N,N,N,N,121270,CpG_End,CpG: 43,chr11,85166150,85166750,59.9,0.8,70.18,72.15,78.36,75.16,77.96,72.94,74.45833333,87.07,80.02,75.78,79.1,NA,NA,80.4925,6.034166667,0.043295209,1.363560164,0,1
SmaI_mm9_108482,chr11,85646539,422,1,NM_009324,Tbx2,85646117,85655450,+,6980,NM_138681,Bcas3,85166666,85639559,+,Y,GC_rich,Low_complexity,Low_complexity,-559,CpG_End,CpG: 124,chr11,85645592,85647098,61.4,0.88,0,0.34,1.18,0,1.8,0.33,0.608333333,0.69,0.54,0.9,1.31,1,1.2,0.94,0.331666667,0.324152819,0.489250197,0,1
SmaI_mm9_108483,chr11,85646773,656,0,NM_009324,Tbx2,85646117,85655450,+,7214,NM_138681,Bcas3,85166666,85639559,+,Y,N,N,N,-325,CpG_End,CpG: 124,chr11,85645592,85647098,61.4,0.88,0,0,0,0,0,0,0,0,0.14,0,0,0.23,0,0.061666667,0.061666667,0.160641312,0.794142758,0,1
SmaI_mm9_108484,chr11,85651276,5159,0,NM_009324,Tbx2,85646117,85655450,+,-4174,NM_009324,Tbx2,85646117,85655450,+,Y,N,N,N,1,CpG_Start,CpG: 69,chr11,85651275,85651950,72.6,0.78,3.67,1.09,4.19,2.15,1.3,3.93,2.721666667,2,2.24,2.02,1.4,2.06,2.06,1.963333333,-0.758333333,0.217140343,0.66325948,0,1
SmaI_mm9_108485,chr11,85651481,5364,0,NM_009324,Tbx2,85646117,85655450,+,-3969,NM_009324,Tbx2,85646117,85655450,+,Y,N,N,N,206,CpG_Start,CpG: 69,chr11,85651275,85651950,72.6,0.78,2.78,0.76,0.8,1.35,2.21,1.93,1.638333333,0.69,1.44,1.33,0.58,1.53,1.38,1.158333333,-0.48,0.224470559,0.648840613,0,1
SmaI_mm9_10853,chr1,189838102,16364,0,NM_011935,Esrrg,189821738,190038763,+,-200661,NM_011935,Esrrg,189821738,190038763,+,N,N,N,N,404541,CpG_End,CpG: 73,chr1,189432877,189433561,66.6,0.96,91.49,92.43,94.88,90.21,94.9,93.48,92.89833333,94.98,91.75,94.55,94.19,90.22,86.18,91.97833333,-0.92,0.573497122,0.241468757,0,1
SmaI_mm9_10854,chr1,189838448,16710,0,NM_011935,Esrrg,189821738,190038763,+,-200315,NM_011935,Esrrg,189821738,190038763,+,N,N,N,N,404887,CpG_End,CpG: 73,chr1,189432877,189433561,66.6,0.96,63.86,56.21,75.69,60.42,67.89,58.45,63.75333333,77.65,74.43,62.28,75.58,71.53,67.21,71.44666667,7.693333333,0.067420683,1.17120685,0,1
SmaI_mm9_108541,chr11,86171219,-192,1,NM_001080931,Med13,86171027,86079217,-,-92002,NM_001080931,Med13,86171027,86079217,-,Y,GC_rich,Low_complexity,Low_complexity,437,CpG_Start,CpG: 89,chr11,86170782,86171926,55.9,1,0,0,0,0,0,0,0,0.07,0,0,0,0.08,0.05,0.033333333,0.033333333,0.055949815,1.252201341,0,0
SmaI_mm9_108542,chr11,86171466,-439,1,NM_001080931,Med13,86171027,86079217,-,-92249,NM_001080931,Med13,86171027,86079217,-,Y,N,N,N,-460,CpG_End,CpG: 89,chr11,86170782,86171926,55.9,1,0,0,0,0,0,0,0,0,0,0,0.04,0.17,0,0.035,0.035,0.236296832,0.6265421,0,0
SmaI_mm9_108544,chr11,86171535,-508,1,NM_001080931,Med13,86171027,86079217,-,-92318,NM_001080931,Med13,86171027,86079217,-,Y,N,N,N,-391,CpG_End,CpG: 89,chr11,86170782,86171926,55.9,1,0,0,0,0.62,0,0,0.103333333,NA,0.5,0.32,0,0,NA,0.205,0.101666667,0.548064816,0.261168078,0,0
SmaI_mm9_108558,chr11,86357717,592,0,NM_028259,Rps6kb1,86358309,86327485,-,-23145,NM_019756,Tubd1,86358510,86380862,+,Y,N,N,N,14,CpG_Start,CpG: 74,chr11,86357703,86358488,68.4,0.84,0,0,0,0,0,0,0,0.08,0,0.21,0,0.1,0,0.065,0.065,0.086773954,1.061610612,0,1
SmaI_mm9_108559,chr11,86357950,359,1,NM_028259,Rps6kb1,86358309,86327485,-,-22912,NM_019756,Tubd1,86358510,86380862,+,Y,N,N,N,247,CpG_Start,CpG: 74,chr11,86357703,86358488,68.4,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_108562,chr11,86358059,250,1,NM_028259,Rps6kb1,86358309,86327485,-,-22803,NM_019756,Tubd1,86358510,86380862,+,Y,N,N,N,356,CpG_Start,CpG: 74,chr11,86357703,86358488,68.4,0.84,0,0.16,0,0,0,0.31,0.078333333,0,0.27,0,0,0,0,0.045,-0.033333333,0.642639152,0.192032819,0,1
SmaI_mm9_108563,chr11,86358381,-72,1,NM_028259,Rps6kb1,86358309,86327485,-,-22481,NM_019756,Tubd1,86358510,86380862,+,Y,N,N,N,-107,CpG_End,CpG: 74,chr11,86357703,86358488,68.4,0.84,0,0.45,0.35,0,0,0.15,0.158333333,0,0.27,0.21,0,0,0,0.08,-0.078333333,0.43287937,0.363633111,0,0
SmaI_mm9_108627,chr11,87172092,404,1,NM_177167,Ppm1e,87172496,87040408,-,19017,NM_053269,Rad51c,87217997,87191109,-,Y,N,N,N,458,CpG_Start,CpG: 86,chr11,87171634,87172776,54,1.03,0,0,0,0.65,0,0,0.108333333,0.11,0.26,0.08,0,0.14,0.14,0.121666667,0.013333333,0.909055617,0.041409545,0,1
SmaI_mm9_108661,chr11,87577879,3836,0,NM_172449,Bzrap1,87574043,87599430,+,7450,NR_029555,Mir142,87570366,87570429,+,Y,GC_rich,Low_complexity,Low_complexity,295,CpG_Start,CpG: 59,chr11,87577584,87578341,65.8,0.72,0.13,0,0,0.13,0,0.1,0.06,0.15,0,0.22,0,0.16,0,0.088333333,0.028333333,0.57551455,0.239943692,0,1
SmaI_mm9_108662,chr11,87578210,4167,0,NM_172449,Bzrap1,87574043,87599430,+,7781,NR_029555,Mir142,87570366,87570429,+,Y,N,N,N,-131,CpG_End,CpG: 59,chr11,87577584,87578341,65.8,0.72,0,0.32,0,0.41,0.32,0.3,0.225,0.43,0.42,0.15,0.16,0.46,0.43,0.341666667,0.116666667,0.242511309,0.615268004,0,1
SmaI_mm9_108693,chr11,87834103,-22303,0,NM_001168471,Dynll2,87811800,87793028,-,-33156,NM_173374,Sfrs1,87861173,87867259,+,N,MIRc,SINE,MIR,-26589,CpG_Start,CpG: 156,chr11,87860692,87862155,63.1,1.07,90.27,89.02,82.93,89.76,93.86,90.55,89.39833333,NA,79.88,NA,85.18,81.84,85.99,83.2225,-6.175833333,0.020712792,1.683761355,0,0
SmaI_mm9_108694,chr11,87834523,-22723,0,NM_001168471,Dynll2,87811800,87793028,-,-32736,NM_173374,Sfrs1,87861173,87867259,+,N,N,N,N,-26169,CpG_Start,CpG: 156,chr11,87860692,87862155,63.1,1.07,88.77,84.66,88.55,87.7,86.93,79.7,86.05166667,NA,84.32,NA,89.88,83.38,93.15,87.6825,1.630833333,0.538904002,0.268488591,0,0
SmaI_mm9_108762,chr11,88303637,196092,0,NM_028859,1700106J16Rik,88107545,88108762,+,-150753,NM_054043,Msi2,88579543,88152884,-,N,N,N,N,195547,CpG_End,CpG: 20,chr11,88107878,88108090,67.1,0.84,42.7,44.37,52.37,53.66,54.37,42.89,48.39333333,61.62,43.03,51.29,53.2,53.02,62.06,54.03666667,5.643333333,0.158078768,0.801126459,0,0
SmaI_mm9_108763,chr11,88303890,196345,0,NM_028859,1700106J16Rik,88107545,88108762,+,-151006,NM_054043,Msi2,88579543,88152884,-,N,N,N,N,195800,CpG_End,CpG: 20,chr11,88107878,88108090,67.1,0.84,60.27,54.07,72.4,62.27,70.01,56.7,62.62,86.34,68.65,65.63,78.8,72.17,81.62,75.535,12.915,0.015199727,1.818164226,0,0
SmaI_mm9_108791,chr11,88557730,21813,0,NM_054043,Msi2,88579543,88152884,-,134376,NM_001042541,Akap1,88725900,88692106,-,N,L2b,LINE,L2,-21425,CpG_Start,CpG: 138,chr11,88579155,88580441,67.7,0.94,83.44,79.67,86.88,84.38,87.22,80.2,83.63166667,85.74,83.69,82.26,87.72,83.65,80.43,83.915,0.283333333,0.869156216,0.060902159,0,1
SmaI_mm9_108792,chr11,88558114,21429,0,NM_054043,Msi2,88579543,88152884,-,133992,NM_001042541,Akap1,88725900,88692106,-,N,N,N,N,-21041,CpG_Start,CpG: 138,chr11,88579155,88580441,67.7,0.94,81.55,78.97,77.7,75.37,83.24,77.9,79.12166667,77.31,84.35,73.31,76.81,73.15,73.79,76.45333333,-2.668333333,0.231428046,0.635584011,0,1
SmaI_mm9_108806,chr11,88657733,55084,0,NM_009648,Akap1,88712817,88692106,-,34373,NM_001042541,Akap1,88725900,88692106,-,N,L1MC1,LINE,L1,-67517,CpG_Start,CpG: 98,chr11,88725250,88726149,69.2,0.92,59.44,57.7,49.04,60.47,65.49,56.46,58.1,37.4,39.59,53.73,26.19,41.95,42.01,40.145,-17.955,0.001747163,2.757666618,0,0
SmaI_mm9_108807,chr11,88657968,54849,0,NM_009648,Akap1,88712817,88692106,-,34138,NM_001042541,Akap1,88725900,88692106,-,N,B3,SINE,B2,-67282,CpG_Start,CpG: 98,chr11,88725250,88726149,69.2,0.92,79.56,76.51,85.16,83.79,89.13,80.4,82.425,81.03,80.11,81.82,83.39,83.91,81.52,81.96333333,-0.461666667,0.815936671,0.088343548,0,0
SmaI_mm9_108867,chr11,89160620,3253,0,NM_008711,Nog,89163873,89161952,-,1332,NM_008711,Nog,89163873,89161952,-,Y,N,N,N,52,CpG_Start,CpG: 18,chr11,89160568,89160770,67,0.86,0,0,0.32,0.39,0,0.28,0.165,0.77,0,0,0,0,0,0.128333333,-0.036666667,0.810259655,0.091375785,0,0
SmaI_mm9_108870,chr11,89163108,765,0,NM_008711,Nog,89163873,89161952,-,-1156,NM_008711,Nog,89163873,89161952,-,Y,N,N,N,419,CpG_Start,CpG: 134,chr11,89162689,89164156,65.7,0.85,0,0,0.66,0.74,0,0,0.233333333,0.86,1.36,0.19,0.87,0.51,0.19,0.663333333,0.43,0.100550641,0.997615157,0,1
SmaI_mm9_108871,chr11,89163353,520,0,NM_008711,Nog,89163873,89161952,-,-1401,NM_008711,Nog,89163873,89161952,-,Y,N,N,N,664,CpG_Start,CpG: 134,chr11,89162689,89164156,65.7,0.85,0.72,0.58,2.34,1.1,1.07,0.86,1.111666667,1.73,1.43,0.8,1.56,1.03,3.28,1.638333333,0.526666667,0.259995258,0.585034574,0,1
SmaI_mm9_108872,chr11,89163654,219,1,NM_008711,Nog,89163873,89161952,-,-1702,NM_008711,Nog,89163873,89161952,-,Y,N,N,N,-502,CpG_End,CpG: 134,chr11,89162689,89164156,65.7,0.85,0.18,0.67,1.97,0.47,0,0.96,0.708333333,0.68,0.85,0.65,1.28,1.34,2.57,1.228333333,0.52,0.235346372,0.628292492,0,1
SmaI_mm9_108873,chr11,89164129,-256,1,NM_008711,Nog,89163873,89161952,-,-2177,NM_008711,Nog,89163873,89161952,-,Y,N,N,N,-27,CpG_End,CpG: 134,chr11,89162689,89164156,65.7,0.85,0.24,0.2,0,0,0,0,0.073333333,0,0.42,0.24,0.32,0.46,0.1,0.256666667,0.183333333,0.061799235,1.209016901,0,0
SmaI_mm9_108874,chr11,89164350,-477,1,NM_008711,Nog,89163873,89161952,-,-2398,NM_008711,Nog,89163873,89161952,-,N,N,N,N,194,CpG_End,CpG: 134,chr11,89162689,89164156,65.7,0.85,0.79,0.4,1.97,0.28,0,0.61,0.675,1.31,0.99,0.71,1.34,0.9,1.23,1.08,0.405,0.206945632,0.684143736,1,0
SmaI_mm9_108875,chr11,89164554,-681,1,NM_008711,Nog,89163873,89161952,-,-2602,NM_008711,Nog,89163873,89161952,-,N,N,N,N,398,CpG_End,CpG: 134,chr11,89162689,89164156,65.7,0.85,0.9,0.46,1.01,0.67,0,1.54,0.763333333,1.64,1.01,0.52,1.08,0.38,1.59,1.036666667,0.273333333,0.386789779,0.41252501,1,0
SmaI_mm9_108876,chr11,89170382,-6509,0,NM_008711,Nog,89163873,89161952,-,-8430,NM_008711,Nog,89163873,89161952,-,N,N,N,N,6226,CpG_End,CpG: 134,chr11,89162689,89164156,65.7,0.85,85.23,86.76,86.28,85.94,90.87,90.9,87.66333333,78.82,84.74,89.64,83.17,79.79,79.94,82.68333333,-4.98,0.029775281,1.526144135,0,0
SmaI_mm9_108926,chr11,90110851,61,1,NM_026178,Mmd,90110790,90139887,+,-29036,NM_026178,Mmd,90110790,90139887,+,Y,N,N,N,-285,CpG_End,CpG: 55,chr11,90110539,90111136,61,0.99,0,0,0,0,0,0,0,0.12,0.08,0.09,0.06,0.53,0.45,0.221666667,0.221666667,0.027314938,1.563599777,0,1
SmaI_mm9_108927,chr11,90111082,292,1,NM_026178,Mmd,90110790,90139887,+,-28805,NM_026178,Mmd,90110790,90139887,+,Y,N,N,N,-54,CpG_End,CpG: 55,chr11,90110539,90111136,61,0.99,0,0,0,0,0,0,0,0,0.08,0,0,0.2,0.09,0.061666667,0.061666667,0.086971571,1.060622684,0,1
SmaI_mm9_108956,chr11,90549125,-210,1,NM_028011,Tom1l1,90548915,90507005,-,41834,NM_199008,Cox11,90499498,90507291,+,Y,N,N,N,-8,CpG_End,CpG: 39,chr11,90548663,90549133,67.7,0.73,0.43,0.34,0.27,0.15,0.57,0,0.293333333,0.44,0.63,0.19,0.2,0.59,0.55,0.433333333,0.14,0.250461613,0.601258827,0,0
SmaI_mm9_108957,chr11,90549421,-506,1,NM_028011,Tom1l1,90548915,90507005,-,42130,NM_199008,Cox11,90499498,90507291,+,N,N,N,N,288,CpG_End,CpG: 39,chr11,90548663,90549133,67.7,0.73,1.87,1.33,2.47,2.12,3.99,1.87,2.275,4.68,3,4.15,3.36,3.17,3.44,3.633333333,1.358333333,0.014271554,1.84552873,1,0
SmaI_mm9_108969,chr11,90801910,-252995,0,NM_028011,Tom1l1,90548915,90507005,-,294619,NM_199008,Cox11,90499498,90507291,+,N,N,N,N,252777,CpG_End,CpG: 39,chr11,90548663,90549133,67.7,0.73,80.7,66.73,83.72,81.31,84.09,74.8,78.55833333,90.19,90.63,82.53,89.7,87.11,84.92,87.51333333,8.955,0.014584007,1.836123143,0,0
SmaI_mm9_108970,chr11,90802223,-253308,0,NM_028011,Tom1l1,90548915,90507005,-,294932,NM_199008,Cox11,90499498,90507291,+,N,N,N,N,253090,CpG_End,CpG: 39,chr11,90548663,90549133,67.7,0.73,85.87,84.24,85.59,85.98,89.42,86.04,86.19,84.71,86.71,84.75,70.39,90.75,81.42,83.12166667,-3.068333333,0.318265543,0.497210378,0,0
SmaI_mm9_109087,chr11,93746561,519,0,NM_001013375,Utp18,93747080,93720557,-,-26004,NM_001013375,Utp18,93747080,93720557,-,Y,GC_rich,Low_complexity,Low_complexity,400,CpG_Start,CpG: 176,chr11,93746161,93747904,65.4,0.94,0.29,0.13,0,0,0.21,0,0.105,0,0.1,0.28,0,0.16,0.42,0.16,0.055,0.531235252,0.274713114,0,1
SmaI_mm9_109088,chr11,93746897,183,1,NM_001013375,Utp18,93747080,93720557,-,-26340,NM_001013375,Utp18,93747080,93720557,-,Y,N,N,N,736,CpG_Start,CpG: 176,chr11,93746161,93747904,65.4,0.94,0,0,0,0,0,0,0,0.05,0,0,0.04,0,0.08,0.028333333,0.028333333,0.066551124,1.176844607,0,1
SmaI_mm9_109092,chr11,93817066,-64,1,NM_001077529,Nme2,93817002,93811131,-,3173,NM_008704,Nme1,93829835,93820239,-,Y,N,N,N,-310,CpG_End,CpG: 59,chr11,93816715,93817376,66,0.82,0,0,0,0,0,0,0,0.05,0,0,0.05,0.12,0.14,0.06,0.06,0.031915524,1.49599802,0,0
SmaI_mm9_109093,chr11,93817281,40,1,NM_008705,Nme2,93817321,93811129,-,2958,NM_008704,Nme1,93829835,93820239,-,Y,N,N,N,-95,CpG_End,CpG: 59,chr11,93816715,93817376,66,0.82,0,0,0.4,0,0,0,0.066666667,0.05,0,0.05,0,0,0,0.016666667,-0.05,0.47585136,0.322528685,0,1
SmaI_mm9_109113,chr11,94072037,-731,1,NM_009427,Tob1,94072768,94076806,+,-4769,NM_009427,Tob1,94072768,94076806,+,Y,N,N,N,479,CpG_Start,CpG: 172,chr11,94071558,94073407,66.8,0.84,0,0,0,0,0,0,0,0,0,0,0.06,0.17,0,0.038333333,0.038333333,0.202381766,0.693828619,0,0
SmaI_mm9_109126,chr11,94182973,252,1,NM_026313,Luc7l3,94183225,94152453,-,-17850,NM_146024,Ankrd40,94189315,94200823,+,Y,N,N,N,259,CpG_Start,CpG: 80,chr11,94182714,94183458,70.3,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_109127,chr11,94183261,-36,1,NM_026313,Luc7l3,94183225,94152453,-,-17562,NM_146024,Ankrd40,94189315,94200823,+,Y,N,N,N,-197,CpG_End,CpG: 80,chr11,94182714,94183458,70.3,0.91,0.34,0,0,0,0,0,0.056666667,0.23,0,0.13,0,0.26,0,0.103333333,0.046666667,0.548783397,0.260599036,0,0
SmaI_mm9_109139,chr11,94237214,17076,0,NM_029600,Abcc3,94254290,94204609,-,32491,NM_009783,Cacna1g,94335351,94269705,-,N,N,N,N,47248,CpG_End,CpG: 28,chr11,94189610,94189966,68.1,0.68,64.97,43.65,46.8,44.23,61.04,44.51,50.86666667,49.95,65.77,46.18,45.49,50.38,30.44,48.035,-2.831666667,0.64987507,0.187170123,0,1
SmaI_mm9_109140,chr11,94237527,16763,0,NM_029600,Abcc3,94254290,94204609,-,32178,NM_009783,Cacna1g,94335351,94269705,-,N,N,N,N,47561,CpG_End,CpG: 28,chr11,94189610,94189966,68.1,0.68,77.76,77.32,65.16,77.15,84.81,69.9,75.35,58.4,59.57,68.2,44.45,57.31,35.1,53.83833333,-21.51166667,0.003327671,2.477859666,0,1
SmaI_mm9_109157,chr11,94334953,398,1,NM_009783,Cacna1g,94335351,94269705,-,5265,NM_144827,Spata20,94346624,94340218,-,Y,N,N,N,321,CpG_Start,CpG: 105,chr11,94334632,94335946,67.1,0.71,0,0,0.28,0.34,0,0,0.103333333,0.1,0.26,0.06,0.13,0.53,0.08,0.193333333,0.09,0.382372674,0.417513152,0,1
SmaI_mm9_109158,chr11,94335174,177,1,NM_009783,Cacna1g,94335351,94269705,-,5044,NM_144827,Spata20,94346624,94340218,-,Y,N,N,N,542,CpG_Start,CpG: 105,chr11,94334632,94335946,67.1,0.71,0.18,0.49,0.18,0.62,0.26,0.18,0.318333333,0.19,0.41,0.1,0.04,0.36,0.25,0.225,-0.093333333,0.36120201,0.442249841,0,1
SmaI_mm9_109159,chr11,94335545,-194,1,NM_009783,Cacna1g,94335351,94269705,-,4673,NM_144827,Spata20,94346624,94340218,-,Y,N,N,N,-401,CpG_End,CpG: 105,chr11,94334632,94335946,67.1,0.71,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0.051666667,0.051666667,0.340893132,0.467381748,0,0
SmaI_mm9_109160,chr11,94335900,-549,1,NM_009783,Cacna1g,94335351,94269705,-,4318,NM_144827,Spata20,94346624,94340218,-,Y,N,N,N,-46,CpG_End,CpG: 105,chr11,94334632,94335946,67.1,0.71,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.033333333,0.033333333,0.340893132,0.467381748,0,0
SmaI_mm9_109194,chr11,94523517,8412,0,NM_053161,Mrpl27,94515105,94521401,+,1644,NM_145828,Xylt2,94538807,94525161,-,N,N,N,N,8200,CpG_End,CpG: 22,chr11,94515042,94515317,61.2,0.9,81.21,77.62,89.67,85.06,83.22,80.27,82.84166667,87.02,86.07,83.18,86.16,80.44,84.76,84.605,1.763333333,0.394888523,0.403525488,0,0
SmaI_mm9_109237,chr11,94849467,-3059,0,NM_172261,Ppp1r9b,94852526,94868212,+,-18745,NM_172261,Ppp1r9b,94852526,94868212,+,N,N,N,N,-2746,CpG_Start,CpG: 204,chr11,94852213,94854304,68.5,0.83,61.8,59.87,59.03,56.67,72.18,50.04,59.93166667,55.84,53.02,53.17,47.23,50.66,25.33,47.54166667,-12.39,0.046852404,1.329268116,0,0
SmaI_mm9_109238,chr11,94849740,-2786,0,NM_172261,Ppp1r9b,94852526,94868212,+,-18472,NM_172261,Ppp1r9b,94852526,94868212,+,N,N,N,N,-2473,CpG_Start,CpG: 204,chr11,94852213,94854304,68.5,0.83,84.88,79.2,87.24,86.63,90.04,78.38,84.395,73.33,71.02,79.52,68.53,78.07,53.67,70.69,-13.705,0.009117935,2.04010351,0,0
SmaI_mm9_109242,chr11,94853607,1081,0,NM_172261,Ppp1r9b,94852526,94868212,+,-14605,NM_172261,Ppp1r9b,94852526,94868212,+,Y,N,N,N,-697,CpG_End,CpG: 204,chr11,94852213,94854304,68.5,0.83,0,0,0,0,0,0,0,0.05,0,0,0.04,0.1,0,0.031666667,0.031666667,0.08254936,1.083286291,0,1
SmaI_mm9_109243,chr11,94853804,1278,0,NM_172261,Ppp1r9b,94852526,94868212,+,-14408,NM_172261,Ppp1r9b,94852526,94868212,+,Y,N,N,N,-500,CpG_End,CpG: 204,chr11,94852213,94854304,68.5,0.83,0.12,0.42,0.34,0.25,0.46,0.11,0.283333333,0.21,0.11,0.32,0.18,0.44,0.35,0.268333333,-0.015,0.852735477,0.069185669,0,1
SmaI_mm9_109244,chr11,94854167,1641,0,NM_172261,Ppp1r9b,94852526,94868212,+,-14045,NM_172261,Ppp1r9b,94852526,94868212,+,Y,N,N,N,-137,CpG_End,CpG: 204,chr11,94852213,94854304,68.5,0.83,0.18,0,0,0,0,0,0.03,0.26,0,0,0,0,0,0.043333333,0.013333333,0.805406497,0.093984871,0,1
SmaI_mm9_109253,chr11,94881111,9918,0,NM_146025,Samd14,94871193,94887401,+,-6290,NM_146025,Samd14,94871193,94887401,+,N,N,N,N,-108,CpG_Start,CpG: 40,chr11,94881219,94881586,69,0.94,80.94,75.24,71.7,71.47,77.02,76.15,75.42,69.78,72.78,70.56,69.63,70.75,71.28,70.79666667,-4.623333333,0.012588059,1.900041221,1,1
SmaI_mm9_109254,chr11,94881342,10149,0,NM_146025,Samd14,94871193,94887401,+,-6059,NM_146025,Samd14,94871193,94887401,+,Y,N,N,N,123,CpG_Start,CpG: 40,chr11,94881219,94881586,69,0.94,56.49,49.65,60.14,51.36,55.04,51.87,54.09166667,60.65,63.1,52.31,66.74,57.58,66.54,61.15333333,7.061666667,0.029010957,1.537437943,0,1
SmaI_mm9_109275,chr11,94981613,182,1,NM_010055,Dlx3,94981431,94986603,+,-4990,NM_010055,Dlx3,94981431,94986603,+,Y,N,N,N,292,CpG_Start,CpG: 141,chr11,94981321,94983177,58.7,0.89,0.9,0.49,0.32,0.53,0.68,0.67,0.598333333,0.26,0.73,0.13,0.71,0.3,0,0.355,-0.243333333,0.129843678,0.886579191,0,1
SmaI_mm9_109276,chr11,94981973,542,0,NM_010055,Dlx3,94981431,94986603,+,-4630,NM_010055,Dlx3,94981431,94986603,+,Y,N,N,N,652,CpG_Start,CpG: 141,chr11,94981321,94983177,58.7,0.89,1.73,1.2,2.52,2.64,2.82,1.7,2.101666667,1.32,1.49,1.61,1.94,1.82,2.66,1.806666667,-0.295,0.388717014,0.41036645,0,1
SmaI_mm9_109280,chr11,95004069,3046,0,NM_007867,Dlx4,95007115,95001761,-,-2308,NM_007867,Dlx4,95007115,95001761,-,N,N,N,N,-384,CpG_Start,CpG: 20,chr11,95004453,95004702,62.8,0.81,8.74,11.3,9.29,11.6,9.3,9.75,9.996666667,6.76,5.21,7.21,5.14,6.84,7.29,6.408333333,-3.588333333,0.000184257,3.734575385,1,1
SmaI_mm9_109281,chr11,95004454,2661,0,NM_007867,Dlx4,95007115,95001761,-,-2693,NM_007867,Dlx4,95007115,95001761,-,Y,N,N,N,1,CpG_Start,CpG: 20,chr11,95004453,95004702,62.8,0.81,0.6,0.25,0,0.59,0.74,0.45,0.438333333,0,0.3,0,0.35,0,0,0.108333333,-0.33,0.029816303,1.525546204,0,1
SmaI_mm9_109282,chr11,95006686,429,1,NM_007867,Dlx4,95007115,95001761,-,-4925,NM_007867,Dlx4,95007115,95001761,-,Y,N,N,N,320,CpG_Start,CpG: 95,chr11,95006366,95007620,63.1,0.76,1.21,0.33,0.42,0.23,0.31,0,0.416666667,0.33,0.24,0.05,0,0.17,0,0.131666667,-0.285,0.140450399,0.852477024,0,1
SmaI_mm9_109283,chr11,95006957,158,1,NM_007867,Dlx4,95007115,95001761,-,-5196,NM_007867,Dlx4,95007115,95001761,-,Y,N,N,N,591,CpG_Start,CpG: 95,chr11,95006366,95007620,63.1,0.76,0.2,0,0.21,0.68,0.31,0,0.233333333,0.08,0.08,0.26,0.27,0.35,0.12,0.193333333,-0.04,0.730297152,0.136500393,0,1
SmaI_mm9_109289,chr11,95045205,-38090,0,NM_007867,Dlx4,95007115,95001761,-,-43444,NM_007867,Dlx4,95007115,95001761,-,N,N,N,N,-18200,CpG_Start,CpG: 40,chr11,95063405,95063793,64,1,80.39,78.67,82.11,71.09,NA,74.57,77.366,69.45,78.7,72.94,79.4,70.24,53.14,70.645,-6.721,0.183978283,0.735233438,0,0
SmaI_mm9_109290,chr11,95045395,-38280,0,NM_007867,Dlx4,95007115,95001761,-,-43634,NM_007867,Dlx4,95007115,95001761,-,N,N,N,N,-18010,CpG_Start,CpG: 40,chr11,95063405,95063793,64,1,60.67,32.4,56.71,48.99,53.1,40.61,48.74666667,53.71,70.57,44.8,65.68,52.43,35.94,53.855,5.108333333,0.469049551,0.328781275,0,0
SmaI_mm9_10930,chr1,191278805,-110734,0,NR_027627,Kcnk2,191168071,191031811,-,185688,NM_001081363,Cenpf,191511965,191464493,-,N,L1Md_A,LINE,L1,110944,CpG_End,CpG: 75,chr1,191167194,191167861,73.4,0.84,97.28,94.45,95.76,94.37,95.9,95.82,95.59666667,91.46,95.21,96,94.84,95.46,89.7,93.77833333,-1.818333333,0.14079041,0.851426926,0,0
SmaI_mm9_109306,chr11,95120705,-2138,0,NM_053093,Tac4,95122843,95130575,+,-9870,NM_053093,Tac4,95122843,95130575,+,Y,N,N,N,-266,CpG_End,CpG: 93,chr11,95119907,95120971,60.8,0.96,0,0,0,0,0,0,0,0.08,0,0.1,0.04,0.05,0,0.045,0.045,0.022416867,1.64942509,0,0
SmaI_mm9_109311,chr11,95198492,160,1,NM_172543,Fam117a,95198332,95243185,+,-44693,NM_172543,Fam117a,95198332,95243185,+,Y,N,N,N,218,CpG_Start,CpG: 61,chr11,95198274,95198926,67.8,0.88,0.26,0,0,0,0,0,0.043333333,0,0.15,0,0,0.24,1.3,0.281666667,0.238333333,0.287537184,0.541305984,0,1
